X_peptide;Y_peptide;RD1_x;RD2_x;medRD_mas1;bcnum_x;RD1_y;RD2_y;medRD_mas2;bcnum_y
O5;O2;0.0555555555555556;0.0666666666666667;0.0590062111801242;137;0.0654813373684969;0.0654761117649392;0.0617017590102503;82
O5;O3;0.0529245024060412;0.0679981772309471;0.0614025397027973;116;0.0682128240109141;0.0633245382585752;0.0577673692427791;51
O5;O4;0.0454545454545455;0.0638297872340425;0.0542231491136601;159;0.0741798941798942;0.0756896444361417;0.0791313559322034;112
O5;O5;0.05;0.063463751438435;0.055462341536167;186;0.070324777370351;0.0674234291970413;0.0690746455073103;116
O5;O6;2.94610774591109;2.70305098913346;2.82416011009031;184;5.44222936304469;4.69725960362124;5.02796210089376;104
O5;O7;0.0604996096799375;0.0666666666666667;0.0603868257533767;166;0.0712500080572213;0.0675521540268954;0.0712804878048781;100
O5;O8;0.057777149321267;0.0653404715406083;0.0606547118324135;166;0.0805860805860806;0.0794165316045381;0.0816802800466744;83
O5;O9;0.0535714285714286;0.0666666666666667;0.0619047619047619;217;0.0735135251922911;0.064653534570547;0.0700577693817058;100
O6;O1;0.0584795321637427;0.0695825049701789;0.0647482014388489;189;0.0695131182657154;0.0661939171699741;0.0704670770496441;118
O6;O10;0.0521042084168337;0.0608695652173913;0.053558327219369;123;0.0705227743271221;0.0661468506390638;0.0739251830270432;62
O6;O11;0.0683562786816855;0.0756778868630201;0.0768968790533539;184;0.0769887863821328;0.0715138083873167;0.0777434448662488;112
